RT,Kh,Kv_Kh,So,INJP,VL,TS,HL,WD,LN,OR_FPP,CO_FPP,SOR_FPP,CSOR_FPP,OR_FPT,CO_FPT,SOR_FPT,CSOR_FPT,OR_Half,CO_Half,SOR_Half,CSOR_Half,OR_FPT_6,CO_FPT_6,SOR_FPT_6,CSOR_FPT_6,OR_FPT_12,CO_FPT_12,SOR_FPT_12,CSOR_FPT_12,OR_FPT_18,CO_FPT_18,SOR_FPT_18,CSOR_FPT_18,OR_FPT_24,CO_FPT_24,SOR_FPT_24,CSOR_FPT_24,T_FPP,T_FPT,T_Half
0.333333333,0.8,0.8,0.5,1,0,1,0.166666667,0.571428571,0.166666667,0.565248785,0.048174685,0.137078963,0.218569421,0.550303594,0.433769075,0.105513012,0.165158046,0.498177289,0.333851631,0.131385631,0.155730614,0.37862281,0.470398701,0.096067506,0.15539643,0.401814071,0.517556811,0.064992144,0.143334872,0.307631769,0.567010644,0.080000115,0.137557914,0.222943843,0.592622369,0.129391545,0.14434545,0.018181818,0.228571429,0.288288288
0.166666667,0.7,0,0.9,0.571428571,1,0.4,0.083333333,0.892857143,0.333333333,0.388095065,0.543491942,0.101833497,0.165358501,0.385433166,0.534967505,0.038125278,0.038664545,0.420121952,0.579926917,0.029777726,0.049740714,0.30637281,0.546042007,0.056892864,0.03791894,0.302456854,0.570483667,0.042251381,0.038759041,0.263989493,0.598795823,0.045092686,0.04152375,0.2309194,0.619981708,0.051905582,0.04730405,0.363636364,0.485714286,0.432432432
0.166666667,0.6,0.3,0.3,1,0,0.2,0.166666667,0.571428571,0.833333333,0.213359081,0.075915441,0.285539533,0.305976374,0.290196165,0.127332156,0.447915432,0.400551889,0.273988897,0.119905209,0.380237438,0.341562081,0.176237719,0.146749342,0.507995359,0.439287904,0.153381859,0.166348495,0.497586148,0.460538174,0.154943833,0.187494869,0.411902016,0.479229483,0.199500767,0.211889406,0.407634973,0.495762962,0.072727273,0.157142857,0.162162162
0.333333333,0,1,0.5,0.285714286,0,0.2,0.75,0.607142857,0.166666667,0.174991107,0.17821737,0.172305709,0.300848929,0.18450939,0.232640331,0.13823632,0.165251742,0.185734318,0.236045719,0.136992258,0.177132033,0.10580652,0.232561217,0.191053077,0.165817023,0.08613372,0.231992235,0.208181125,0.169837156,0.071837218,0.23182004,0.243920618,0.183374892,0.075053269,0.232189255,0.272501862,0.203185288,0.218181818,0.385714286,0.378378378
0.333333333,0.7,0.4,0,0,0,0.6,0.833333333,0.642857143,0.166666667,0.285893737,0.067542894,0.450440361,0.426156777,0.323150166,0.115071424,0.442741655,0.452125343,0.32936669,0.10820653,0.426896055,0.40054583,0.202720334,0.138181723,0.507305842,0.491546038,0.163205718,0.161892691,0.44038149,0.505873628,0.149736052,0.183938719,0.372851255,0.513346395,0.170327879,0.206062946,0.323937226,0.522031881,0.054545455,0.114285714,0.117117117
0.833333333,0.2,1,0.6,0.428571429,1,1,0.333333333,0.357142857,0,0.484830898,0.36632287,0.122209346,0.208543932,0.40980902,0.299322125,0.061542077,0.065051835,0.52080828,0.344399488,0.04857472,0.078618322,0.291001934,0.326330465,0.068637718,0.064447232,0.269761508,0.357853629,0.091596972,0.065210015,0.282051803,0.397866868,0.102476878,0.07140907,0.351561209,0.442389925,0.081799957,0.079117597,0.218181818,0.242857143,0.198198198
0.833333333,0.6,0.1,0,0.857142857,1,0.4,0.083333333,0.821428571,0.5,0.381267414,0.253910739,0.330409248,0.394767699,0.495146036,0.155785029,0.343729309,0.280387469,0.534454721,0.187811405,0.297481691,0.263778983,0.342634599,0.200248202,0.481590743,0.330245133,0.37470236,0.256112374,0.398691035,0.364516614,0.414700041,0.330626331,0.240277671,0.354289712,0.496584236,0.409062978,0.204819069,0.33953386,0.145454545,0.128571429,0.09009009
0.666666667,0.7,0.8,0,0.571428571,1,1,0.333333333,0.785714286,0,0.593966983,0.189945074,0.303034101,0.357943272,0.68186332,0.314936827,0.302273143,0.384173327,0.675934093,0.284608284,0.378402429,0.329415459,0.473921158,0.371709068,0.220887332,0.382146389,0.422772111,0.437288644,0.174795398,0.351558058,0.314230826,0.491859761,0.185816445,0.332526007,0.236108385,0.525108651,0.254707241,0.334634659,0.072727273,0.142857143,0.144144144
0,0.2,0.2,1,0,1,0.2,0.166666667,0.285714286,1,0.224945378,0.107885643,0.030902547,0.112730919,0.196678335,0.264118881,0.074320919,0.050107052,0.203230344,0.241313963,0.044437456,0.031258876,0.136005422,0.264139294,0.123246389,0.054358525,0.173892801,0.2749886,0.092669311,0.060306863,0.181775124,0.295021984,0.083997938,0.066692953,0.218601035,0.32103122,0.072426519,0.072862469,0.145454545,0.4,0.432432432
0.166666667,0.8,0.6,1,0.857142857,0,1,0.083333333,0.821428571,0.833333333,0.222080862,0.211031635,0.196064814,0.256459079,0.227743243,0.281491105,0.125638877,0.15216958,0.241208036,0.287900223,0.139036782,0.175222052,0.188574118,0.287548662,0.183921602,0.155112416,0.195661431,0.305689113,0.180180236,0.157617308,0.211392331,0.329034199,0.20522316,0.168135688,0.284767135,0.363823931,0.183877634,0.181223684,0.2,0.371428571,0.36036036
1,0.3,0,0,0.142857143,1,1,0.25,0.821428571,0.5,0.117933445,0.134336653,0.276534341,0.394497226,0.204631131,0.143313942,0.266890199,0.301785705,0.200873426,0.152386261,0.27017324,0.290816248,0.129084511,0.151447061,0.336769442,0.308861633,0.12286918,0.162768882,0.313247436,0.313993383,0.12400386,0.176443788,0.283123184,0.323304281,0.161126262,0.194945612,0.257142651,0.333836274,0.163636364,0.257142857,0.243243243
0,0,0.4,0.1,0.285714286,0,1,1,0.571428571,0,0.081908229,0.101004649,0.260684544,0.397800487,0.13805739,0.116733124,0.26633802,0.279735883,0.141542098,0.124990761,0.232312029,0.268678431,0.080963135,0.118015402,0.350890041,0.288330841,0.067788343,0.120503562,0.356733102,0.29995709,0.059379074,0.123152369,0.367526231,0.318947252,0.062631542,0.126952951,0.389819842,0.344747329,0.163636364,0.271428571,0.261261261
0,0.9,0.7,0,0.428571429,0.5,0.8,0.166666667,0.714285714,0.333333333,0.391763136,0.1525484,0.435522395,0.456003537,0.418674676,0.192838172,0.389874512,0.489110038,0.439431316,0.181032497,0.494982029,0.426826346,0.335559541,0.227682346,0.266209134,0.489673902,0.319472418,0.277527431,0.170834234,0.442585941,0.256828803,0.323481701,0.154729674,0.403067151,0.193061303,0.353399417,0.195170091,0.388565323,0.072727273,0.128571429,0.135135135
0.333333333,0.4,0.8,0.6,0.571428571,0,0.6,0.666666667,0.714285714,0,0.381980689,0.236713101,0.152504187,0.241585531,0.34120895,0.294091051,0.081859526,0.096498548,0.346842072,0.301944076,0.075313476,0.109806004,0.193718976,0.307012703,0.135959809,0.097929915,0.167034512,0.319696207,0.144417946,0.103249364,0.134890731,0.331279089,0.148159102,0.112215173,0.134007554,0.340067837,0.181671995,0.126271057,0.163636364,0.271428571,0.261261261
1,0.5,0.6,0.5,1,1,0.2,0.166666667,0.357142857,0.5,0.556958991,0.125487566,0.134961901,0.189337077,0.601050338,0.230202151,0.130065864,0.136869832,0.694872986,0.219005788,0.144222429,0.123848604,0.428279409,0.28186105,0.166738199,0.145795945,0.585274893,0.36628393,0.108802664,0.138471215,0.630017503,0.481339358,0.08983848,0.127164659,0.683340057,0.601198724,0.085227588,0.119955656,0.054545455,0.114285714,0.108108108
1,0.6,0.9,1,0.571428571,1,0.8,0.416666667,0.321428571,0.166666667,0.604430808,0.855897181,0.10235534,0.165780718,0.798729224,0.403770249,0.015908864,0.026823369,0.859501936,0.536118568,0.030640023,0.040049542,0.554831069,0.469587598,0.021714333,0.023513547,0.640764608,0.55871489,0.02976509,0.020812884,0.715391353,0.681152359,0.030321156,0.021917791,0.741401897,0.807715095,0.006718164,0.019914312,0.418181818,0.314285714,0.198198198
0.833333333,0.4,0.6,0.6,0.285714286,0.5,1,0.5,0.428571429,0.333333333,0.309496004,0.199557186,0.200695775,0.236311458,0.318410727,0.19272227,0.098520175,0.114070608,0.460060302,0.211204878,0.066699443,0.13208596,0.191459534,0.210571021,0.13513647,0.115994165,0.172315838,0.229264909,0.14197733,0.120583682,0.17822029,0.251577079,0.168704594,0.130055108,0.224892792,0.279174145,0.162961061,0.143312268,0.163636364,0.2,0.171171171
0.666666667,1,0.8,0.1,1,1,0.8,0.916666667,0.607142857,1,0.707627253,0.085608682,0.320564156,0.293383946,0.627454946,0.109639429,0.501134126,0.406186516,0.708935962,0.096775091,0.353122021,0.312092703,0.693397446,0.201086133,0.332527398,0.433275077,0.641743441,0.322263017,0.273715069,0.385570576,0.528975846,0.439662189,0.235367992,0.350312158,0.39352114,0.517213067,0.276742857,0.347656146,0.018181818,0.028571429,0.027027027
0.333333333,0.7,0.9,1,0,0,0,0.416666667,0.392857143,0.333333333,0.275288135,0.285122352,0.09923582,0.161431137,0.270130034,0.288662656,0.032969707,0.041547969,0.312302391,0.324033684,0.037454044,0.053625709,0.165201816,0.295597108,0.057954553,0.040091418,0.158415111,0.305087738,0.077632685,0.041941729,0.168129961,0.320071521,0.096519335,0.049910067,0.217523171,0.342057451,0.082718512,0.059039481,0.272727273,0.357142857,0.315315315
0.5,0.2,0.7,0.4,0.285714286,1,0.2,0.666666667,0.571428571,0.166666667,0.313736775,0.259327976,0.125069552,0.215541516,0.385567005,0.203434934,0.101748939,0.088679069,0.440271922,0.231509328,0.084307475,0.090854309,0.238476394,0.230309502,0.144208583,0.095569558,0.201896916,0.255327754,0.169253197,0.105344357,0.193944813,0.281969102,0.179995574,0.119482455,0.233220291,0.310099133,0.168721285,0.135645677,0.2,0.214285714,0.171171171
0.833333333,1,0.1,0.3,0.285714286,1,0.6,0.583333333,0.535714286,0.333333333,0.429605977,0.214350484,0.163135719,0.261050614,0.570033217,0.1942364,0.147585179,0.140480724,0.561424174,0.203077603,0.117381606,0.13708162,0.419986641,0.245614812,0.159076927,0.152800376,0.3968097,0.31013604,0.186774972,0.156077442,0.403098903,0.379625682,0.155582516,0.161606383,0.513944203,0.457004769,0.107313457,0.162105201,0.127272727,0.142857143,0.117117117
0.5,0.8,0.5,0.1,1,0,1,1,0.571428571,0.666666667,0.323394641,0.090915363,0.494894002,0.507030599,0.413048088,0.089229745,0.585690016,0.561746527,0.404302543,0.090900387,0.556376642,0.47134699,0.292166081,0.126651327,0.671172241,0.631245907,0.247930499,0.170119402,0.591018449,0.632986519,0.246340839,0.212248929,0.487518737,0.630220503,0.324045807,0.259881738,0.376791707,0.620063705,0.054545455,0.071428571,0.063063063
0,0.2,0.5,0.9,0.285714286,1,0.6,0.916666667,0.607142857,0.5,0.199984838,0.36358496,0.133348366,0.187235911,0.20680367,0.249876964,0.044220206,0.053723344,0.237644942,0.305254581,0.045208872,0.068799697,0.141632653,0.251976141,0.06682588,0.053120394,0.143933246,0.26085232,0.106826212,0.056242113,0.150665003,0.275689514,0.098518337,0.063981901,0.164992675,0.292989569,0.11633881,0.07453578,0.363636364,0.4,0.324324324
1,0.5,0.6,0.5,1,1,0.2,0.166666667,0.357142857,0.5,0.556958991,0.125487566,0.134961901,0.189337077,0.601050338,0.230202151,0.130065864,0.136869832,0.694872986,0.219005788,0.144222429,0.123848604,0.428279409,0.28186105,0.166738199,0.145795945,0.585274893,0.36628393,0.108802664,0.138471215,0.630017503,0.481339358,0.08983848,0.127164659,0.683340057,0.601198724,0.085227588,0.119955656,0.054545455,0.114285714,0.108108108
1,0.3,0.9,0.1,0.857142857,1,0.8,0.083333333,0.321428571,0.666666667,0.344857131,0.06767989,0.234115591,0.315019402,0.423083064,0.143549622,0.466593646,0.399383443,0.470790504,0.126842416,0.324372128,0.310385227,0.313784501,0.179148818,0.42226851,0.439784123,0.332280034,0.231742394,0.313581117,0.42099553,0.347854767,0.291258321,0.253625822,0.399733541,0.448985916,0.361945879,0.19348625,0.378077864,0.036363636,0.1,0.108108108
0.666666667,0,0.6,0,0.285714286,1,0.6,0.833333333,0.571428571,0.666666667,0.098886011,0.086421417,0.32284395,0.374053479,0.128909137,0.080674253,0.365917134,0.341925448,0.144546422,0.093849221,0.315685729,0.316740856,0.083171557,0.083816628,0.458995733,0.363650732,0.076344063,0.089634277,0.454607821,0.380849766,0.072551149,0.09716125,0.464544251,0.404215539,0.090656529,0.105744401,0.46734056,0.435519639,0.109090909,0.185714286,0.18018018
0.166666667,0.7,0.2,1,0.571428571,0.5,0.6,0.5,0.214285714,0,0.451138731,0.516522017,0.085357924,0.171997883,0.518114242,0.233828478,0.023552701,0.030632899,0.605837281,0.317980402,0.026540129,0.044404953,0.354870008,0.276207056,0.025572801,0.027964965,0.369287835,0.328576589,0.048805658,0.02715075,0.363970102,0.391578192,0.057545142,0.030805447,0.424723545,0.452934937,0.063217891,0.036969734,0.345454545,0.257142857,0.162162162
0.5,0.3,0.3,0.8,0,1,1,0.166666667,0.428571429,0.666666667,0.155747349,0.236686752,0.141268355,0.161134004,0.162548283,0.302752033,0.072826394,0.087554772,0.220027141,0.314878467,0.094600258,0.10136801,0.133062849,0.299089502,0.098953065,0.086066262,0.150659423,0.305808628,0.139332385,0.088423165,0.168256196,0.319415517,0.112140256,0.098212122,0.215811106,0.342441443,0.095503489,0.106918026,0.272727273,0.457142857,0.45045045
0.333333333,0,0.2,0.6,0.285714286,1,0,0.333333333,0.642857143,1,0.184451494,0.059932703,0.051962512,0.151909394,0.141834969,0.29672569,0.225513192,0.189229767,0.146982359,0.258725848,0.150148942,0.147822282,0.094981411,0.288609997,0.265678551,0.19435618,0.088892394,0.284136682,0.272436591,0.202312679,0.093419627,0.283238587,0.252551205,0.217302622,0.122304493,0.289003254,0.233415016,0.234999707,0.090909091,0.485714286,0.558558559
1,0.8,0.5,0.6,0.428571429,1,0.2,0.083333333,0.964285714,0.5,0.49820283,0.28449777,0.167828292,0.204602385,0.449989069,0.564490744,0.054381565,0.092952515,0.517350422,0.529723781,0.081253293,0.112056832,0.347603412,0.579251848,0.078206148,0.089220513,0.401352613,0.617922503,0.054564806,0.084724449,0.3915816,0.669790285,0.058351679,0.083980987,0.446079683,0.725794248,0.058874278,0.086924118,0.145454545,0.357142857,0.369369369
0,0.4,0,0.4,0.571428571,0,0.4,0.583333333,0.392857143,1,0.070052802,0.077267373,0.253794577,0.286100853,0.107542333,0.023270805,0.255408243,0.196478885,0.13290658,0.047307921,0.19195163,0.177431123,0.075698167,0.02804797,0.426221826,0.235419875,0.061579379,0.035138113,0.519813234,0.28436349,0.064607153,0.043550788,0.523680066,0.338404456,0.081476192,0.05350904,0.544656173,0.387290737,0.127272727,0.128571429,0.099099099
0.5,0.8,0.6,0.3,0,1,1,0.5,0.214285714,0.5,0.38121148,0.098789639,0.187571647,0.25061461,0.412181863,0.080098028,0.141694732,0.143250689,0.496951756,0.087205246,0.117031806,0.141481589,0.312106759,0.120113717,0.174828301,0.16480898,0.294358818,0.172159897,0.203551071,0.168299935,0.322583723,0.227394856,0.176671671,0.174563694,0.413489542,0.292996657,0.139454954,0.175557201,0.054545455,0.057142857,0.045045045
1,0.5,0.1,0.8,1,1,0.8,0.833333333,0.5,0,0.602413484,0.923385965,0.114807698,0.198249829,0.843995652,0.473743502,0.024639442,0.046736942,0.825290889,0.634593379,0.030284588,0.065756959,0.594243242,0.545546045,0.029317117,0.041550473,0.534654911,0.623465445,0.055708951,0.039990652,0.449266361,0.698917367,0.036320887,0.040755483,0.429017784,0.754691409,0.038526988,0.044688433,0.472727273,0.385714286,0.243243243
0.5,0.7,0.6,1,1,1,0.4,0.416666667,0.607142857,0.5,0.488691271,0.442213266,0.14454429,0.183180905,0.507555007,0.356106956,0.040097306,0.05985362,0.613470295,0.405092725,0.056737563,0.07366442,0.442279344,0.393275261,0.048859577,0.058234973,0.49289437,0.462636196,0.089004878,0.056714255,0.52494401,0.554560532,0.048380636,0.055832456,0.559413272,0.642868116,0.037769681,0.055881593,0.254545455,0.271428571,0.216216216
0.5,0.4,0.3,0.7,0.714285714,0,0,0.583333333,0.535714286,0.833333333,0.169466026,0.252783269,0.3302963,0.33605075,0.188814261,0.126068424,0.156398571,0.200658412,0.214077543,0.18243959,0.203811606,0.218903551,0.125342087,0.13339614,0.26494441,0.205841908,0.105716236,0.143098537,0.293096504,0.218008899,0.112299595,0.155410707,0.324418389,0.237758989,0.126905301,0.169787975,0.300121944,0.259865952,0.290909091,0.271428571,0.189189189
0,0.6,0.6,0.4,0.142857143,1,0.8,1,0.428571429,0.166666667,0.41583511,0.102859199,0.12852223,0.16586062,0.44235277,0.114906906,0.06672891,0.066179306,0.580622177,0.116566712,0.045713827,0.068008036,0.322010823,0.156350914,0.066701108,0.072068729,0.268871167,0.202279587,0.09559005,0.071314679,0.226736082,0.242839019,0.133912351,0.079840324,0.24358283,0.277112418,0.144186618,0.093980062,0.054545455,0.071428571,0.063063063
0.833333333,0.2,0.2,0.3,0.714285714,0,0.6,0.25,0.535714286,0,0.225901202,0.343586392,0.264001249,0.364627216,0.324139922,0.585864795,0.144051619,0.259667653,0.389459175,0.544813857,0.225279299,0.29557642,0.183497569,0.581081812,0.201390961,0.252803525,0.175731573,0.575076016,0.178978601,0.251488288,0.1724319,0.577201584,0.167343074,0.257513997,0.196961773,0.584534788,0.156172938,0.2694045,0.363636364,0.642857143,0.621621622
0.666666667,0,0.5,0.8,1,0,0.8,0.166666667,0.571428571,0.333333333,0.199505931,0.377576388,0.248868988,0.322398206,0.203067873,0.333021964,0.102133404,0.155733039,0.237461238,0.379445424,0.124373577,0.18536914,0.116735739,0.329200693,0.152201849,0.152238513,0.096400143,0.324537602,0.195066969,0.155809696,0.089383779,0.322119382,0.202874729,0.167290553,0.094036584,0.32221001,0.22126303,0.183983407,0.418181818,0.528571429,0.459459459
0.166666667,0.3,0.9,0.8,0.857142857,1,0.2,0.916666667,0.535714286,0.5,0.347932579,0.309512822,0.1381211,0.192046924,0.361749311,0.226767741,0.049573573,0.061537979,0.446211658,0.269606984,0.064582426,0.075769873,0.334230976,0.258291528,0.053000914,0.060350192,0.307825775,0.302836641,0.071313858,0.058858534,0.264083658,0.346237985,0.104738996,0.064807116,0.291016821,0.385323526,0.098264231,0.074144597,0.218181818,0.228571429,0.18018018
0.666666667,0.9,0.9,0.8,1,1,0.8,0.416666667,0.678571429,0.833333333,0.496241441,0.522022193,0.191435231,0.204447696,0.511123489,0.331376391,0.063903093,0.080769235,0.604187677,0.406812646,0.07056385,0.093632061,0.42841535,0.373410244,0.070585263,0.080149458,0.682116081,0.459123973,0.05790812,0.078951388,0.584577428,0.582375282,0.04672846,0.071635103,0.441980366,0.663936876,0.049285116,0.068506723,0.254545455,0.242857143,0.18018018
0,0.3,0.9,0.2,0.571428571,0.5,1,0.25,0.464285714,0.333333333,0.318407729,0.071065289,0.176182959,0.256129396,0.280994243,0.158001268,0.277825481,0.250800648,0.285686625,0.149199207,0.225373994,0.209699225,0.185621917,0.175360029,0.306895219,0.266907188,0.176528619,0.196704003,0.295043192,0.27328394,0.175207223,0.221064177,0.237649782,0.280315591,0.198464973,0.247415837,0.213040489,0.287321759,0.054545455,0.157142857,0.171171171
0.666666667,0,0,1,1,0,0.6,0.75,0.392857143,0.5,0.106563397,0.504649802,0.243797032,0.320069269,0.207842789,0.235102819,0.102384798,0.14595741,0.194536572,0.333627179,0.131498249,0.170165778,0.126119123,0.238355844,0.136924348,0.143292359,0.095375138,0.240466577,0.181183033,0.145543681,0.085938725,0.242786759,0.205662292,0.157545166,0.096024193,0.246425345,0.226499477,0.174947489,0.727272727,0.614285714,0.414414414
0.666666667,0.2,0.9,1,0,0.5,0.6,0.083333333,0.678571429,0.333333333,0.203945753,0.536403238,0.138544294,0.205618016,0.190470545,0.434975854,0.040320034,0.062369108,0.211800747,0.503580218,0.047103536,0.080862803,0.108457379,0.423786099,0.076625386,0.059637437,0.095381001,0.411829868,0.111618608,0.061979392,0.095114877,0.404338291,0.156837325,0.072660807,0.124815359,0.40424735,0.137080153,0.086002507,0.563636364,0.685714286,0.594594595
0.5,0.1,1,0.2,0.857142857,0,0,0.083333333,0.75,1,0.063176568,0.081995017,0.548138367,0.582183254,0.085628406,0.124618918,0.666991504,0.732082523,0.071032119,0.130156063,0.745428696,0.706495491,0.049700703,0.119289366,0.896872273,0.74915547,0.045750683,0.116173801,0.90832579,0.77513462,0.04296899,0.114784248,0.926938293,0.818895636,0.051126246,0.115330664,1,0.881996832,0.127272727,0.342857143,0.36036036
0.833333333,0.7,0.3,0.3,0.428571429,0.5,0.2,0.25,0.464285714,1,0.180678998,0.140160529,0.43826196,0.394934633,0.301107737,0.140147936,0.437274918,0.422201205,0.25195833,0.148386919,0.404115851,0.36457719,0.23703216,0.164624019,0.399249798,0.436412446,0.230864717,0.197408244,0.355808167,0.427303971,0.239623594,0.235611293,0.330438155,0.423381266,0.306398601,0.279465992,0.302947779,0.4238375,0.127272727,0.185714286,0.171171171
0.166666667,0.6,0.5,0.6,0.571428571,0.5,0.4,0.5,0.5,0,0.406587042,0.146828017,0.126804533,0.189099774,0.409077482,0.246375737,0.048675388,0.062895543,0.43794312,0.231474423,0.056492797,0.073512635,0.287319853,0.275417909,0.064442234,0.062474797,0.280937736,0.311251053,0.087320178,0.063525108,0.26760575,0.35209203,0.098112677,0.071062345,0.294035945,0.392608605,0.087709888,0.077843322,0.090909091,0.171428571,0.18018018
1,0.9,0.9,0.7,0.142857143,0.5,0.2,0.416666667,0.464285714,0.166666667,0.579149086,0.583646175,0.133200564,0.208369248,0.490317027,0.351037151,0.052319682,0.063116116,0.593965404,0.454868495,0.052445779,0.07986901,0.32974423,0.382127205,0.061498291,0.0617521,0.318562261,0.419337554,0.083991575,0.061820848,0.401004913,0.475811529,0.053943051,0.064799558,0.41612153,0.538408181,0.056343636,0.065752921,0.327272727,0.3,0.207207207
0.333333333,0.9,1,0.3,0.285714286,0.5,0,0.666666667,0.285714286,0.666666667,0.452927696,0.072801949,0.177163771,0.28052647,0.375988065,0.054876178,0.2068872,0.171938127,0.471548231,0.067801632,0.14563616,0.167764346,0.324363864,0.096367029,0.208020051,0.205098829,0.337658185,0.152382714,0.207851801,0.206269745,0.323615464,0.213579828,0.226023475,0.214127258,0.413266465,0.279898369,0.186451539,0.21810117,0.036363636,0.042857143,0.027027027
1,0.4,0.9,0.3,0.285714286,1,0,0.083333333,0.178571429,0.166666667,0.400251241,0.284741066,0.199948495,0.276709542,0.533364767,0.201257485,0.147413296,0.16020323,0.578697537,0.231171822,0.171155404,0.155559413,0.381715563,0.248992588,0.16063582,0.165249717,0.390003746,0.308744346,0.143702375,0.161094804,0.383413912,0.374101423,0.13363719,0.159501778,0.457789079,0.444779865,0.104383883,0.158263491,0.181818182,0.171428571,0.126126126
0.5,0,0.5,0.4,0.142857143,1,0,0,0.642857143,0.333333333,0.109084173,0.179263078,0.152004737,0.240115676,0.201643185,0.286847672,0.15691996,0.154039105,0.190487479,0.274137663,0.138430564,0.146604577,0.117774521,0.285219157,0.211547206,0.157493433,0.099149805,0.284345661,0.226239324,0.164122663,0.093894756,0.284804427,0.242583491,0.178600011,0.104190422,0.288373949,0.249381695,0.197785265,0.254545455,0.471428571,0.468468468
0.666666667,0.1,0.6,0.6,0.857142857,0,0.2,0.583333333,0.678571429,0.5,0.178460635,0.106821735,0.244285687,0.303639609,0.284632526,0.662720175,0.104285572,0.192369617,0.238668762,0.518292571,0.138661645,0.247512127,0.168067807,0.649068717,0.145528553,0.186519145,0.149283275,0.635325068,0.152870701,0.18638742,0.140576308,0.625758839,0.154848975,0.195112044,0.167392273,0.62458839,0.14520911,0.208208338,0.127272727,0.771428571,0.900900901
0.5,0.3,0.7,0.2,1,1,0.6,0.083333333,0.75,0.5,0.423816111,0.103358647,0.17283829,0.252756231,0.510603717,0.294319802,0.233470436,0.270710045,0.490613309,0.252869882,0.231314023,0.229437664,0.39677218,0.335029343,0.172795221,0.265089478,0.371771291,0.38889127,0.150907943,0.245161393,0.33412841,0.444427548,0.12970849,0.234058792,0.312979383,0.490229399,0.167139074,0.23384199,0.054545455,0.185714286,0.207207207
0.5,0.4,0.3,0.8,0.714285714,1,0,0.166666667,0.357142857,0.166666667,0.433709964,0.557721957,0.126956412,0.191288204,0.422053527,0.330006776,0.041696785,0.049332152,0.519746114,0.418562624,0.041149313,0.064991747,0.297354569,0.354194332,0.07216299,0.049218621,0.351620801,0.395713299,0.067493194,0.049939747,0.349114476,0.449238674,0.07787364,0.053795872,0.414311193,0.509862038,0.055108455,0.056847085,0.363636364,0.328571429,0.234234234
0,0.7,0.4,0.1,0,0.5,1,0.166666667,0.785714286,0.666666667,0.202291862,0.143355693,0.332417726,0.480597459,0.250182217,0.181677281,0.354147646,0.466648577,0.221613039,0.181190567,0.489987976,0.448320491,0.185503332,0.194284158,0.289606871,0.45376655,0.183955233,0.21650654,0.2209225,0.422918589,0.164458357,0.239281798,0.197940656,0.4047467,0.164187512,0.260674687,0.18184208,0.399879217,0.127272727,0.242857143,0.243243243
0.5,0.5,0.5,0.9,0.714285714,0.5,0.2,0.5,0.285714286,0,0.484318708,0.477971342,0.115059605,0.173561125,0.591953875,0.273256234,0.034337375,0.042049575,0.726477011,0.342419811,0.041519365,0.052172142,0.41975849,0.323716336,0.037055607,0.041091797,0.379957546,0.380695855,0.059344469,0.040090571,0.366613953,0.441322485,0.069773642,0.044752137,0.410182908,0.50068997,0.056737161,0.050389447,0.309090909,0.257142857,0.171171171
1,0.7,0.5,0.8,0,0,0.6,0.25,0.321428571,0,0.387835734,0.777271772,0.109665516,0.198977704,0.423473424,0.384265669,0.037204954,0.049345402,0.502842917,0.517535468,0.03446706,0.066362482,0.252206142,0.403517376,0.058083562,0.047359258,0.222531311,0.420138927,0.077169086,0.04912745,0.226212645,0.442818212,0.08134281,0.055848685,0.25039427,0.469077739,0.065811779,0.062681797,0.563636364,0.457142857,0.306306306
0.333333333,0,0,0.5,1,1,0.8,0.416666667,0.535714286,0.333333333,0.162869555,0.051634839,0.075369854,0.201786596,0.248104282,0.189955797,0.099443802,0.102895773,0.259577317,0.155583368,0.076305719,0.10017165,0.143630755,0.199474849,0.150640079,0.107430435,0.123687262,0.208531364,0.177289091,0.114599698,0.112359409,0.218722559,0.213732449,0.1294346,0.138652544,0.231458251,0.22328935,0.14835034,0.072727273,0.242857143,0.27027027
0.333333333,0.8,0.6,0.4,0.571428571,0,1,0.166666667,0.642857143,1,0.210895441,0.073120306,0.307350509,0.410686173,0.2151954,0.142130374,0.427274195,0.452831488,0.199063395,0.137363138,0.403806979,0.407835446,0.15976131,0.153317617,0.458497691,0.465410557,0.165642865,0.1722362,0.482350513,0.466026723,0.205992207,0.200970048,0.464133325,0.481782464,0.288443309,0.241155767,0.403197843,0.496338767,0.072727273,0.214285714,0.225225225
0.833333333,0.2,0.8,0.3,0.571428571,0.5,1,0.083333333,0.25,1,0.202561039,0.054657414,0.222750676,0.242338981,0.163952656,0.067503993,0.442257584,0.345563898,0.21417304,0.070322014,0.28418879,0.26729973,0.113951786,0.076557218,0.575896005,0.393844822,0.115552962,0.090321696,0.511515635,0.427557146,0.126704787,0.108257905,0.472807553,0.450789476,0.157826477,0.130788473,0.48242654,0.475932733,0.054545455,0.114285714,0.126126126
0.666666667,0.1,0.9,0.8,0.714285714,0,0.2,0.25,0.892857143,0.833333333,0.128045995,0.216409394,0.321340146,0.343613693,0.151757876,0.271547327,0.166270903,0.225704561,0.155142107,0.284559041,0.170529908,0.25849892,0.093770651,0.265854346,0.274831283,0.224849667,0.083197221,0.261522088,0.329430753,0.234505321,0.075118058,0.259878235,0.365542542,0.254958906,0.083107905,0.260291002,0.38178183,0.281865764,0.290909091,0.5,0.486486486
